,Geographic area,Indicator,Sex,Education Level,Wealth Quintile,Residence,Unit of measure,TIME_PERIOD,OBS_VALUE,DATA_SOURCE
368,Saint Vincent and the Grenadines,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,3.0051,UIS
369,Samoa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,2.12679,UIS
370,San Marino,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,8.25688,UIS
371,San Marino,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,8.58209,UIS
372,San Marino,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,8.41813,UIS
373,Sao Tome and Principe,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2015.0,6.79693,UIS
374,Sao Tome and Principe,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2015.0,12.32539,UIS
375,Sao Tome and Principe,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2015.0,9.58734,UIS
376,Saudi Arabia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,2.54311,UIS
377,Saudi Arabia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,0.36638,UIS
378,Saudi Arabia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,1.62103,UIS
379,Senegal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,56.66851,UIS
380,Senegal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,63.61872,UIS
381,Senegal,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,60.1813,UIS
382,Serbia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,2.62506,UIS
383,Serbia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,2.94631,UIS
384,Serbia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,2.7902,UIS
385,Seychelles,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,6.55124,UIS
386,Seychelles,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,8.85561,UIS
387,Seychelles,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,2.92379,UIS
388,Sierra Leone,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,49.16676,UIS
389,Sierra Leone,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,48.89217,UIS
390,Sierra Leone,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2018.0,49.02927,UIS
391,Singapore,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,0.19148,UIS
392,Singapore,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,0.41017,UIS
393,Singapore,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.30335,UIS
394,Slovakia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,4.76226,UIS
395,Slovakia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,4.47003,UIS
396,Slovakia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,4.61258,UIS
397,Slovenia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,0.6801,UIS
398,Slovenia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,1.50417,UIS
399,Slovenia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,1.10456,UIS
400,South Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,9.92305,UIS
401,South Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,10.71886,UIS
402,South Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,10.32395,UIS
403,South Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,15.08759,UIS
404,South Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,17.52116,UIS
405,South Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,16.35915,UIS
406,South Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2015.0,63.04881,UIS
407,South Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2015.0,48.96967,UIS
408,South Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2015.0,55.93645,UIS
409,Spain,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2014.0,1.37094,UIS
410,Spain,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2014.0,1.2147,UIS
411,Spain,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.36336,UIS
412,Sri Lanka,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,0.11397,UIS
413,Sri Lanka,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,0.14894,UIS
414,Sri Lanka,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2018.0,0.1315,UIS
415,State of Palestine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,0.90332,UIS
416,State of Palestine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,5.12671,UIS
417,State of Palestine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,3.05891,UIS
418,Sub-Saharan Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,37.91902,UIS
419,Sub-Saharan Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,35.31105,UIS
420,Sub-Saharan Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,36.60233,UIS
421,Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2018.0,35.49242,UIS
422,Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2018.0,33.2242,UIS
423,Sudan,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2018.0,34.34396,UIS
424,Suriname,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2015.0,11.06859,UIS
425,Suriname,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2015.0,18.63275,UIS
426,Suriname,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2015.0,14.99116,UIS
427,Sweden,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2015.0,0.15907,UIS
428,Switzerland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,1.04961,UIS
429,Switzerland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,0.19951,UIS
430,Switzerland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.61493,UIS
431,Timor-Leste,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,8.57255,UIS
432,Timor-Leste,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,11.83839,UIS
433,Timor-Leste,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,10.22936,UIS
434,Togo,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2017.0,27.6552,UIS
435,Togo,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2017.0,15.27625,UIS
436,Togo,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2017.0,21.44502,UIS
437,Tonga,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,4.24553,UIS
438,Tonga,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,16.88249,UIS
439,Tonga,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,10.88344,UIS
440,Turks and Caicos Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,15.311,UIS
441,Turks and Caicos Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,8.7256,UIS
442,Turks and Caicos Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,11.95079,UIS
443,Tuvalu,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2020.0,35.98326,UIS
444,Tuvalu,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2020.0,30.57199,UIS
445,Tuvalu,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,33.19797,UIS
446,Türkiye,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2019.0,3.99705,UIS
447,Türkiye,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2019.0,3.00352,UIS
448,Türkiye,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,3.48943,UIS
449,Uganda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2017.0,48.99008,UIS
450,Uganda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2017.0,48.52191,UIS
451,Uganda,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2017.0,48.75536,UIS
452,Ukraine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2014.0,3.2292,UIS
453,Ukraine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2014.0,4.03877,UIS
454,Ukraine,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2014.0,3.64492,UIS
455,United Arab Emirates,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2016.0,2.82278,UIS
456,United Arab Emirates,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2016.0,1.73023,UIS
457,United Arab Emirates,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2020.0,0.71596,UIS
458,United Kingdom,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2015.0,1.88953,UIS
459,United Kingdom,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,,,,%,2015.0,1.75478,UIS
460,United Kingdom,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,,,,%,2019.0,0.16207,UIS
461,United Republic of Tanzania,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,,,,%,2016.0,63.89039,UIS
